iter	Passed	Remaining
328	7071	5824
329	7090	5800
330	7110	5778
331	7131	5756
332	7150	5733
333	7172	5712
334	7193	5690
335	7216	5670
336	7238	5649
337	7259	5627
338	7282	5606
339	7304	5585
340	7325	5564
341	7349	5544
342	7370	5522
343	7393	5501
344	7413	5479
345	7433	5456
346	7454	5435
347	7474	5412
348	7495	5390
349	7515	5368
350	7536	5346
351	7557	5324
352	7576	5301
353	7596	5278
354	7616	5256
355	7637	5234
356	7657	5212
357	7677	5189
358	7697	5167
359	7720	5146
360	7739	5123
361	7759	5101
362	7778	5078
363	7797	5055
364	7818	5033
365	7838	5011
366	7858	4989
367	7876	4965
368	7895	4942
369	7914	4919
370	7936	4898
371	7958	4878
372	7981	4857
373	8002	4836
374	8024	4814
375	8049	4795
376	8073	4775
377	8099	4756
378	8122	4736
379	8146	4716
380	8167	4694
381	8188	4673
382	8210	4652
383	8230	4629
384	8253	4609
385	8274	4587
386	8296	4566
387	8315	4543
388	8335	4521
389	8354	4498
390	8374	4476
391	8394	4454
392	8415	4432
393	8434	4409
394	8458	4389
395	8478	4367
396	8499	4346
397	8520	4324
398	8541	4302
399	8562	4281
400	8583	4259
401	8605	4238
402	8628	4217
403	8649	4196
404	8669	4174
405	8689	4152
406	8710	4130
407	8731	4109
408	8751	4086
409	8770	4064
410	8789	4041
411	8809	4019
412	8827	3996
413	8846	3974
414	8867	3953
415	8889	3931
416	8909	3909
417	8930	3888
418	8951	3867
419	8972	3845
420	8994	3824
421	9015	3802
422	9038	3781
423	9057	3759
424	9078	3738
425	9098	3716
426	9119	3694
427	9139	3672
428	9158	3650
429	9179	3629
430	9200	3607
431	9221	3586
432	9239	3563
433	9260	3542
434	9278	3519
435	9298	3497
436	9317	3475
437	9336	3453
438	9354	3430
439	9371	3407
440	9388	3385
441	9408	3363
442	9427	3341
443	9446	3318
444	9464	3296
445	9483	3274
446	9502	3252
447	9523	3231
448	9545	3210
449	9567	3189
450	9586	3167
451	9603	3144
452	9623	3122
453	9640	3100
454	9657	3077
455	9676	3055
456	9697	3034
457	9717	3012
458	9736	2990
459	9758	2970
460	9780	2949
461	9803	2928
462	9825	2907
463	9847	2886
464	9869	2865
465	9892	2844
466	9918	2824
467	9944	2804
468	9968	2784
469	9988	2762
470	10015	2743
471	10040	2722
472	10064	2702
473	10087	2681
474	10110	2660
475	10131	2639
476	10152	2617
477	10172	2596
478	10191	2574
479	10211	2552
480	10229	2530
481	10250	2509
482	10269	2487
483	10289	2466
484	10310	2444
485	10328	2422
486	10348	2401
487	10368	2379
488	10389	2358
489	10408	2336
490	10429	2315
491	10448	2293
492	10468	2272
493	10488	2250
494	10507	2228
495	10526	2207
496	10544	2185
497	10564	2163
498	10583	2142
499	10602	2120
500	10621	2098
501	10640	2077
502	10661	2056
503	10681	2034
504	10700	2012
505	10719	1991
506	10738	1969
507	10759	1948
508	10778	1927
509	10797	1905
510	10813	1883
511	10832	1861
512	10852	1840
513	10870	1818
514	10889	1797
515	10909	1775
516	10928	1754
517	10947	1733
518	10967	1711
519	10987	1690
520	11006	1668
521	11023	1647
522	11041	1625
523	11060	1604
524	11077	1582
525	11096	1561
526	11117	1539
527	11136	1518
528	11156	1497
529	11175	1475
530	11194	1454
531	11213	1433
532	11232	1411
533	11251	1390
534	11270	1369
535	11289	1347
536	11307	1326
537	11326	1305
538	11345	1284
539	11366	1262
540	11384	1241
541	11403	1220
542	11421	1198
543	11442	1177
544	11460	1156
545	11479	1135
546	11497	1114
547	11514	1092
548	11532	1071
549	11549	1049
550	11567	1028
551	11585	1007
552	11602	986
553	11620	964
554	11637	943
555	11654	922
556	11671	901
557	11689	879
558	11707	858
559	11725	837
560	11740	816
561	11757	794
562	11776	773
563	11793	752
564	11811	731
565	11827	710
566	11844	689
567	11860	668
568	11876	647
569	11892	625
570	11908	604
571	11925	583
572	11942	562
573	11959	541
574	11975	520
575	11992	499
576	12008	478
577	12026	457
578	12043	436
579	12061	415
580	12078	395
581	12097	374
582	12115	353
583	12133	332
584	12151	311
585	12169	290
586	12191	269
587	12208	249
588	12230	228
589	12249	207
590	12271	186
591	12293	166
592	12316	145
593	12339	124
594	12360	103
595	12384	83
596	12403	62
597	12423	41
598	12445	20
599	12464	0
